height,latitude,longitude
4,23.052765886005353,72.509769418434772
14,23.052863541490051,72.510631657628167
4,23.052849431195941,72.514715167469390
6,23.053008013644561,72.523749741271686
6,23.052966113576318,72.520187019412035
3,23.052976818248460,72.523027158991255
9,23.052974416807160,72.520522908313978
6,23.052806576109155,72.513639795023508
5,23.052946251072001,72.519961159351254
5,23.053083070544545,72.530898143618373
6,23.053094713212882,72.531100670599571
14,23.052758871408255,72.510454932941926
13,23.052976692697367,72.508891022503946
3,23.052790893510259,72.512487382568025
6,23.052867764620448,72.515633716274422
6,23.052828901908164,72.515411424117985
14,23.052754011765590,72.511013958542890
9,23.052967749810215,72.519114824056544
13,23.052772793465980,72.511709772347501
4,23.052765954589745,72.512672408460105
16,23.052897746543877,72.521024025506307
5,23.052934721768203,72.522385493759089
3,23.052999487059285,72.527327657057413
4,23.053103603045003,72.534267190159355
5,23.052671487556797,72.506866854290038
3,23.052750974548001,72.512988603842004
10,23.052791986564429,72.516510352203142
3,23.052779694278779,72.509306554656547
15,23.052989169075214,72.528316279041334
11,23.052956856355731,72.519523696619785
7,23.053112000093090,72.524597757271110
5,23.052977280656037,72.528810856066414
13,23.052770061223718,72.508319121685460
12,23.052645035644542,72.508507249581811
13,23.052656249886954,72.508763185706954
3,23.052870851196044,72.521290523617452
3,23.052839757275670,72.521974850030503
7,23.052976638399823,72.525172230921612
5,23.053041795129804,72.531364629912716
5,23.053049558238285,72.531715000113650
4,23.053074353157822,72.534006697180715
5,23.053003397536909,72.528636553644361
11,23.053073675893334,72.532118321851385
4,23.052687122476762,72.512029269301067
5,23.052726728071793,72.514683268408717
6,23.052892042963698,72.523670936680446
15,23.052695878078641,72.514464513676643
4,23.052878167567375,72.522975766747408
5,23.052957136405841,72.527789099588347
5,23.052637519806396,72.507872641337713
12,23.052618525016918,72.508946012013581
5,23.052687726755060,72.513639925172470
16,23.052815643565275,72.521638455735541
5,23.052585700824363,72.507043267976655
15,23.053074418194306,72.530013428292179
24,23.053033211808138,72.533198023746493
16,23.052837661891875,72.521455097925994
15,23.052664754030850,72.512978824567398
5,23.052697114279489,72.515433404194923
8,23.052932234462229,72.526870887854201
6,23.052618869494570,72.507756109855123
6,23.052922458686272,72.527472869034412
13,23.052694041644557,72.510176723282029
4,23.052800350568710,72.522414812497701
6,23.052886314411570,72.523463139205347
13,23.052741033190738,72.516878885380791
5,23.052981372837216,72.534298614875951
13,23.052619170504808,72.510456946193798
12,23.052711215796965,72.516594293459477
11,23.052730288268471,72.517154197615412
5,23.052875480197489,72.527935945013155
9,23.052690798321230,72.515702797076784
17,23.052841531087580,72.523143965451467
15,23.052849492840117,72.528300653928071
5,23.052653746976759,72.509562302476695
4,23.052642400000341,72.512668639115319
7,23.052861404621229,72.525087317314330
6,23.052602381656229,72.507477596017168
13,23.052620142166550,72.510643162708945
4,23.052629537261421,72.512466293754272
24,23.053101042792726,72.533522434439377
13,23.052632132049453,72.511588741014123
6,23.052654987690762,72.514183937413691
5,23.052491417593782,72.507053810209797
3,23.052609389300468,72.512222826685402
8,23.052678548758024,72.516337694207905
15,23.052734673354419,72.520988352140790
6,23.052642119184338,72.514307787204288
7,23.052721932071496,72.519051005134713
8,23.052721329321891,72.519338625192560
4,23.052531500012105,72.509305470129874
5,23.052831288545914,72.527220813418083
7,23.052463015211057,72.506919312996473
4,23.052609535285793,72.514642847863570
3,23.052727179098987,72.522619545211029
5,23.052820303109211,72.527710606532963
6,23.052875065403263,72.531370923577100
18,23.052936101457803,72.532551693103883
12,23.052517543200363,72.508769915133314
12,23.052500578713222,72.509998728534569
3,23.052689252793986,72.520172483708976
7,23.052880952172902,72.531692524183313
10,23.052695586806635,72.519605091890256
5,23.052757677782186,72.523601923849540
8,23.052886553455316,72.532255544540931
3,23.052693222907511,72.521451066652759
5,23.052560017678992,72.513626858473145
13,23.052512276050862,72.511069484752468
6,23.052578796767861,72.515447490181529
3,23.052691093204849,72.521298119589403
3,23.052529727897564,72.512959867010480
3,23.052692754871330,72.521617841148554
5,23.052868787852663,72.534283519249925
6,23.052739873168072,72.522926022748294
5,23.052809304788756,72.528827976988822
6,23.052701002517860,72.523384536694195
6,23.052556994157168,72.514823177576346
11,23.052863320042398,72.530899373376897
11,23.052870347378729,72.531101042495436
13,23.052422838192321,72.509407338036326
5,23.052524075822976,72.514093952799385
16,23.052649922723067,72.522435985894177
5,23.052761062047644,72.527369502785405
15,23.052749143459316,72.528179141541770
12,23.052511413065226,72.511290642508797
8,23.052542341635274,72.515725354172332
3,23.052472289890886,72.512090571119046
9,23.052654256986354,72.517468825831287
5,23.052738045856621,72.527859211826311
4,23.052493818000588,72.512542556591711
4,23.052507201472057,72.509798545031217
15,23.052474930619169,72.513907747581413
17,23.052592316745013,72.521013599924217
5,23.052502357780973,72.514937236252138
4,23.052614866090369,72.522156703785797
4,23.052597020076590,72.522644642229395
6,23.052411148305275,72.506006381349920
5,23.052632556783394,72.523519685718483
14,23.052804042194531,72.530375449801326
5,23.052449713007007,72.512219950839025
5,23.052430235989135,72.513591710504954
4,23.052478937904390,72.509077392908210
12,23.052637466886985,72.520649851027486
8,23.052506271151096,72.516310967433327
12,23.052528205233056,72.516524864277073
7,23.052547220886236,72.519041850272146
6,23.052452065023285,72.515485872176811
7,23.052545565514983,72.519338817347091
16,23.052732272110351,72.529638391222221
4,23.052746824458129,72.534163548687033
16,23.052752595665961,72.534430360553841
6,23.052663004031206,72.527120102705865
5,23.052640012001365,72.528851671606944
15,23.052712795973857,72.529889180207419
15,23.052596722562239,72.525282877452454
6,23.052653102702248,72.527616470507795
5,23.052528082958553,72.520182284623743
3,23.052398218896759,72.512967112327814
4,23.052672638133281,72.529132626207087
5,23.052437929546002,72.515056923183835
16,23.052375279432660,72.513885747545700
10,23.052462086642318,72.516861887610517
10,23.052524657809418,72.519604947545517
7,23.052620657941986,72.523194166627974
23,23.052737204930526,72.533505848083294
12,23.052270090202597,72.509112515055065
8,23.052596777722048,72.519959861840306
4,23.052504552639650,72.522460649088870
12,23.052260127364189,72.508181035401321
11,23.052428759280115,72.517090347210740
14,23.052703674762228,72.529402987508348
6,23.052522206381290,72.523450267236726
5,23.052594874687031,72.527767515163035
5,23.052484930830257,72.522663035821651
10,23.052777438851287,72.534009957674897
5,23.052605130393395,72.528682853092874
15,23.052532303349992,72.525405514639104
5,23.052217829508290,72.506040084354979
4,23.052368509857907,72.515159673692409
10,23.052226106882273,72.510175656763948
3,23.052437391436818,72.521310646059035
13,23.052281111626414,72.512952364374911
17,23.052430105226371,72.521026533960196
5,23.052436909387986,72.521466937262645
5,23.052562638701051,72.527249670368249
5,23.052530699220700,72.528860095146683
6,23.052394656254776,72.519038680743989
17,23.052428227531966,72.522159881028045
5,23.052602019724528,72.534107459233411
5,23.052322811894690,72.514035634518038
13,23.052608309990038,72.534296183615382
6,23.052330891034178,72.515717435949853
7,23.052382772397426,72.519341749821578
12,23.052287775429186,72.510899452141317
11,23.052161472217318,72.510179118662407
4,23.052287819408377,72.515292042600393
7,23.052319237383053,72.516538309507141
5,23.052411968618561,72.521979529045765
5,23.052452129363555,72.526287305967429
5,23.052291215401453,72.515531264428759
11,23.052317592022888,72.516290122681454
6,23.052472708084505,72.524980177862346
10,23.052324625563973,72.514563161953532
5,23.052460780257086,72.525198723419564
5,23.052104086667111,72.505727234486329
4,23.052237140782456,72.513515430970770
5,23.052373787164832,72.522510387821015
5,23.052510717075727,72.528155606475465
13,23.052180068981233,72.507199680260513
13,23.052176731087719,72.507446193838319
11,23.052345473394983,72.519601579095237
10,23.052321397128630,72.517407682011381
5,23.052357151773094,72.522677690529747
17,23.052406828493886,72.526423941086861
4,23.052114721685136,72.509111162589363
15,23.052358750607493,72.521793464535250
4,23.052473676200130,72.527607456262274
5,23.052284451910591,72.509577138129345
11,23.052266864900389,72.517092061587562
12,23.052093498945311,72.506666111501957
3,23.052161983929231,72.510520778212211
12,23.052143592063203,72.506960072319302
9,23.052324185276866,72.519963248643307
8,23.052302283288963,72.520657534756054
4,23.052332831499633,72.517575863979559
5,23.052298417797306,72.508504890727693
3,23.052260168802228,72.510362900113094
4,23.052184854475755,72.513678584629631
6,23.052194777016187,72.514828749198159
6,23.052248783094250,72.519034393084524
13,23.052146902387207,72.511978772846163
15,23.052061562982477,72.510472060536031
16,23.052277598670589,72.521650983979356
5,23.052351914552055,72.526568439586853
16,23.052408779690527,72.531303154258893
5,23.052275343680932,72.521462739818418
5,23.052160367690075,72.515525890899852
4,23.052139235931634,72.513845742824543
6,23.052369544160086,72.525305225910287
11,23.052013668446126,72.509104483870374
5,23.051983823285678,72.505792647113381
17,23.052390605600863,72.531159071650990
10,23.052140863229990,72.517094327244621
17,23.052373012217156,72.530980084000461
15,23.052352695409276,72.530824240740813
13,23.052050971670933,72.509830799695422
18,23.052214617073037,72.522684881491870
15,23.052336731922296,72.530682540218692
6,23.052105536600063,72.514320555709858
11,23.051972309577053,72.508391752034214
13,23.052049439456976,72.510035819342605
3,23.052248626612364,72.523371820849604
5,23.052122801607311,72.515751355861127
11,23.052355941301975,72.524577111814992
3,23.051925418891908,72.506119534935237
12,23.051958950600270,72.506993468027076
14,23.052105753686362,72.516024072860546
5,23.052390375331466,72.526105177540614
4,23.052116868379962,72.515242844927073
4,23.052241364689714,72.523070146511543
25,23.052384361425133,72.531962753553628
9,23.052108762339529,72.516289129546450
5,23.052203244719312,72.522531445289687
6,23.052139254059465,72.519073036129569
4,23.052300910115697,72.530407126074778
10,23.051941284883316,72.509186838442147
4,23.052283870077424,72.530227849750602
15,23.052116982766997,72.507678925999102
7,23.052153824905076,72.520644548825260
8,23.052158400223547,72.520454994793710
12,23.052157864743087,72.519476202478458
5,23.052050442314162,72.514576511818774
18,23.052104084202330,72.517754848863675
11,23.052148080124152,72.519959659761582
6,23.052137192761307,72.520214292414678
6,23.052266482303523,72.530045659252352
5,23.052323864579257,72.533094962352166
15,23.052170228178166,72.516885945101805
15,23.052171870604582,72.522238881383004
5,23.052245239376560,72.529886868952431
4,23.052321403100152,72.532966999051212
12,23.051947938408546,72.507469721149974
5,23.052257613641856,72.524856481890268
16,23.052271891766896,72.531348961912229
5,23.052081269563800,72.516501283526907
5,23.052243946829048,72.526322573645970
6,23.052320534938733,72.533325923222165
3,23.052273790664817,72.531496854730278
5,23.051865332055105,72.505823504339247
3,23.052105094740760,72.511348869656644
18,23.052157993938145,72.522091079317718
7,23.052240471718790,72.525081833469827
13,23.051985661902389,72.512277707805438
6,23.052230568265596,72.529690470892859
15,23.052249427135553,72.531177876698010
3,23.051881023161389,72.509408889003922
16,23.052240705200131,72.531005808677676
5,23.052331757310668,72.532812398292450
4,23.052114826076128,72.521943905944610
5,23.052198917668822,72.529354382238651
6,23.052206021997002,72.529531326163280
10,23.051843917363865,72.508526519571490
8,23.052067286268525,72.517401704768886
17,23.052022534725349,72.518716268419482
17,23.052093100379885,72.521788032016133
4,23.052109766027723,72.522718790637029
4,23.052093749304749,72.522870527632847
4,23.052151440204430,72.527114236599957
3,23.052208878289122,72.530761772204684
4,23.052027319714330,72.519011429098569
4,23.052025451126067,72.519239000709874
17,23.052066787971086,72.521637279854190
4,23.052083857675665,72.523001765418115
4,23.052199748544474,72.526805469100609
3,23.051836783245282,72.509516943560428
3,23.052073927566429,72.523190571410851
5,23.052208214609806,72.533237164064417
13,23.051812316801747,72.506979386170926
6,23.052204090047294,72.526596757908479
4,23.052124068411423,72.529740916989979
13,23.051839840670176,72.510011078377701
6,23.052145516449578,72.529188600556665
14,23.051736222396336,72.505832865102406
